flow_rate_gpm,annulus,ecc,di/do,test_fluid,shear_pa,k,m,diff_p
18.5,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,37.62
17.67,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,36.97
16.92,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,35.79
16.09,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,34.97
15.17,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,34.18
14.41,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,33.56
13.44,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,32.41
12.39,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,31.17
11.31,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,29.77
10.22,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,28.49
8.97,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,27.22
7.9,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,25.2
6.72,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,23.27
5.53,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,21.15
4.25,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,18.57
3.49,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,16.61
2.42,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,13.97
1.82,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,11.85
1.29,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,9.64
0.83,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,7.35
0.62,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,6.08
0.42,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,4.72
0.29,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,3.81
0.19,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,2.84
0.1,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,1.84
0.06,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,1.27
0.03,annulus_1,1.0,0.27,XCD-PAC3,0.0,0.99,0.48,0.79
18.5,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,48.34
17.67,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,46.6
16.92,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,44.87
16.09,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,43.66
15.17,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,41.77
14.41,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,40.68
13.44,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,39.26
12.39,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,37.94
11.31,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,36.58
10.22,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,34.7
8.97,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,32.15
7.9,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,30.72
6.72,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,28.39
5.53,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,25.99
4.25,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,22.71
3.49,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,20.6
2.42,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,17.24
1.82,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,14.7
1.29,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,12.18
0.83,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,9.17
0.62,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,7.75
0.42,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,6.04
0.29,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,4.81
0.19,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,3.64
0.1,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,2.45
0.06,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,1.77
0.03,annulus_2,1.0,0.36,XCD-PAC3,0.0,0.99,0.48,1.18
18.5,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,1357.43
17.67,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,1302.53
16.92,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,1253.97
16.09,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,1196.16
15.17,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,1137.77
14.41,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,877.25
13.44,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,833.37
12.39,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,785.2
11.31,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,731.9
10.22,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,689.87
8.97,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,646.17
7.9,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,598.8
6.72,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,549.59
5.53,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,495.07
4.25,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,429.44
3.49,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,392.19
2.42,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,328.02
1.82,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,286.03
1.29,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,244.49
0.83,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,199.39
0.62,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,174.09
0.42,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,145.82
0.29,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,121.0
0.19,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,99.31
0.1,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,70.55
0.06,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,55.0
0.03,annulus_4,1.0,0.76,XCD-PAC3,0.0,0.99,0.48,40.97
18.8728,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,48.24
17.6558,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,46.41
16.3346,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,44.29
14.8779,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,42.56
13.051,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,39.92
10.685,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,36.3
9.0799,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,33.46
7.2104,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,29.99
6.0497,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,27.45
4.8438,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,24.41
3.6091,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,20.78
2.1954,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,16.02
1.8139,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,14.3
1.2018,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,11.42
0.7936,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,8.7
0.5654,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,6.97
0.4703,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,6.2
0.4122,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,5.7
0.2967,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,4.67
0.2024,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,3.66
0.1043,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,2.44
0.065,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,1.9
0.0251,annulus_1,0.75,0.27,XCD-PAC6,0.0,1.12,0.49,1.13
18.8728,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,62.56
17.6558,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,59.96
16.3346,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,57.59
14.8779,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,55.03
13.051,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,51.53
10.685,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,47.19
9.0799,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,43.87
7.2104,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,39.16
6.0497,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,35.83
4.8438,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,32.09
3.6091,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,27.33
2.1954,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,21.03
1.8139,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,18.82
1.2018,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,15.2
0.7936,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,11.56
0.5654,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,9.58
0.4703,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,8.52
0.4122,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,7.87
0.2967,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,6.44
0.2024,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,5.07
0.1043,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,3.37
0.065,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,2.49
0.0251,annulus_2,0.6,0.36,XCD-PAC6,0.0,1.12,0.49,1.5
18.8728,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,1209.39
17.6558,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,1134.63
16.3346,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,1053.53
14.8779,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,983.99
13.051,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,888.92
10.685,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,775.69
9.0799,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,709.48
7.2104,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,621.25
6.0497,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,564.89
4.8438,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,512.34
3.6091,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,445.34
2.1954,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,354.52
1.8139,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,323.33
1.2018,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,273.04
0.7936,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,220.6
0.5654,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,188.8
0.4703,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,174.2
0.4122,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,163.27
0.2967,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,138.1
0.2024,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,117.42
0.1043,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,81.6
0.065,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,64.73
0.0251,annulus_4,0.8,0.76,XCD-PAC6,0.0,1.12,0.49,43.8
17.7976,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,54.57
15.9822,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,51.44
14.7047,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,49.33
13.1647,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,46.09
11.552,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,43.36
9.2501,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,39.5
8.1526,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,36.98
6.7876,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,34.12
5.7304,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,31.6
4.5666,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,28.36
3.0153,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,22.9
1.9701,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,18.34
1.3099,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,14.65
0.779,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,10.77
0.4999,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,8.29
0.458,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,7.8
0.3367,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,6.53
0.2283,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,5.19
0.1536,annulus_1,0.65,0.27,XCD-PAC7,0.0,1.4,0.46,4.14
17.7976,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,89.03
15.9822,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,84.66
14.7047,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,81.57
13.1647,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,77.33
11.552,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,72.49
9.2501,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,65.15
8.1526,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,61.46
6.7876,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,56.55
5.7304,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,51.96
4.5666,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,46.78
3.0153,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,38.06
1.9701,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,30.68
1.3099,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,24.55
0.779,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,18.39
0.4999,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,14.2
0.458,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,13.67
0.3367,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,11.5
0.2283,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,9.17
0.1536,annulus_2,0.0,0.36,XCD-PAC7,0.0,1.4,0.46,7.23
17.7976,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,1142.86
15.9822,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,1049.43
14.7047,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,986.39
13.1647,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,899.01
11.552,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,805.13
9.2501,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,675.81
8.1526,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,631.36
6.7876,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,572.98
5.7304,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,533.34
4.5666,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,478.41
3.0153,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,394.79
1.9701,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,328.5
1.3099,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,274.22
0.779,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,217.12
0.4999,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,179.5
0.458,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,172.49
0.3367,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,148.72
0.2283,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,124.98
0.1536,annulus_4,0.85,0.76,XCD-PAC7,0.0,1.4,0.46,102.32
21.84,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,57.98
20.06,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,55.32
18.87,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,53.58
17.68,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,51.73
16.44,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,50.6
15.2,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,48.63
13.96,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,47.46
12.7,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,46.33
11.45,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,44.49
10.19,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,43.79
8.93,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,42.05
7.63,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,40.56
6.39,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,38.64
5.1,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,36.84
3.82,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,34.37
2.52,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,31.91
1.15,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,26.4
0.83,annulus_3,1.0,0.49,XCD1,4.3,1.29,0.38,24.74
